timestamp,edge,lat,long,head,time,bitrate,jitter,lost
1663855139.5,"(1487207562, 3596765030, 0)",40.64341983527867,-8.659201877435661,132.40488264081785,13:58,0.116,30.456,50
1663855139.6,"(1487207562, 3596765030, 0)",40.64341613573386,-8.659197252924333,132.40488264081785,13:58,0.232,35.671,50
1663855139.7,"(1487207562, 3596765030, 0)",40.643412436188854,-8.659192628413516,132.40488264081785,13:58,0.116,40.153,0
1663855139.9,"(1487207562, 3596765030, 0)",40.6434050370983,-8.65918337939342,132.40488264081785,13:58,0.232,47.191,94
1663855140.0,"(1487207562, 3596765030, 0)",40.643405,-8.659183333,136.40351214507075,13:59,0.116,50.662,0
1663855140.1,"(1487207562, 3596765030, 0)",40.643401115440064,-8.659178338564901,136.40351214507075,13:59,0.811,61.103,83
1663855140.2,"(1487207562, 3596765030, 0)",40.643397230879884,-8.659173344130382,136.40351214507075,13:59,0.463,62.588,85
1663855140.3,"(1487207562, 3596765030, 0)",40.64339334631951,-8.659168349696445,136.40351214507075,13:59,1.39,39.258,69
1663855140.4,"(1487207562, 3596765030, 0)",40.64338946175892,-8.65916335526309,136.40351214507075,13:59,2.09,20.419,48
1663855140.5,"(1487207562, 3596765030, 0)",40.64338557719812,-8.659158360830316,136.40351214507075,13:59,2.55,8.031,43
1663855140.6,"(1487207562, 3596765030, 0)",40.64338169263709,-8.659153366398124,136.40351214507075,13:59,6.14,1.829,10
1663855140.7,"(1487207562, 3596765030, 0)",40.643377808075854,-8.659148371966513,136.40351214507075,13:59,5.21,1.463,11
1663855140.8,"(1487207562, 3596765030, 0)",40.64337392351441,-8.659143377535484,136.40351214507075,13:59,7.76,0.792,6
1663855140.9,"(1487207562, 3596765030, 0)",40.64337003895274,-8.659138383105034,136.40351214507075,13:59,8.22,0.637,0
1663855141.0,"(1487207562, 3596765030, 0)",40.64337,-8.659138333,135.59749424426843,13:59,6.95,0.672,0
1663855141.1,"(1487207562, 3596765030, 0)",40.64336593042402,-8.659133338564855,135.59749424426843,13:59,6.83,1.037,0
1663855141.2,"(1487207562, 3596765030, 0)",40.64336186084781,-8.659128344130318,135.59749424426843,13:59,5.33,0.889,0
1663855141.3,"(1487207562, 3596765030, 0)",40.6433577912714,-8.65912334969639,135.59749424426843,13:59,8.11,0.479,2
1663855141.4,"(1487207562, 3596765030, 0)",40.64335372169477,-8.659118355263073,135.59749424426843,13:59,8.11,0.145,0
1663855141.5,"(1487207562, 3596765030, 0)",40.64334965211793,-8.659113360830364,135.59749424426843,13:59,6.72,0.941,0
1663855141.6,"(1487207562, 3596765030, 0)",40.64334558254087,-8.659108366398264,135.59749424426843,13:59,6.26,1.181,0
1663855141.7,"(1487207562, 3596765030, 0)",40.643341512963595,-8.659103371966774,135.59749424426843,13:59,5.56,1.534,2
1663855141.8,"(1487207562, 3596765030, 0)",40.64333744338611,-8.65909837753589,135.59749424426843,13:59,1.39,3.916,0
1663855141.9,"(3596765030, 1487207562, 0)",40.643333373808396,-8.659093383105619,135.59749424426843,13:59,4.52,3.967,0
1663855142.0,"(1487207562, 3596765030, 0)",40.643333333,-8.659093333,136.9290233604978,13:59,4.17,2.454,2
1663855142.1,"(1487207562, 3596765030, 0)",40.64333129826732,-8.659086118816669,136.9290233604978,13:59,3.48,3.333,0
1663855142.2,"(3596765030, 1487207562, 0)",40.643329263534206,-8.65907890463378,136.9290233604978,13:59,4.4,2.508,2
1663855142.3,"(1487207562, 3596765030, 0)",40.64332722880065,-8.65907169045133,136.9290233604978,13:59,4.87,2.319,2
1663855142.4,"(1487207562, 3596765030, 0)",40.64332519406663,-8.65906447626932,136.9290233604978,13:59,3.48,2.391,0
1663855142.5,"(1487416310, 26019996, 0)",40.64332315933216,-8.65905726208775,136.9290233604978,13:59,4.4,2.593,2
1663855142.6,"(1487416310, 26019996, 0)",40.64332112459725,-8.65905004790662,136.9290233604978,13:59,2.55,3.798,4
1663855142.7,"(1487416310, 26019996, 0)",40.64331908986189,-8.659042833725929,136.9290233604978,13:59,1.97,4.013,0
1663855142.8,"(1487416310, 26019996, 0)",40.64331705512609,-8.659035619545678,136.9290233604978,13:59,1.27,7.177,8
1663855142.9,"(1487416310, 26019996, 0)",40.64331502038982,-8.659028405365868,136.9290233604978,13:59,2.09,6.037,5
1663855143.0,"(1487416310, 26019996, 0)",40.643315,-8.659028333,110.31824933096846,13:59,1.16,6.161,9
1663855143.1,"(1487416310, 26019996, 0)",40.64331185539315,-8.659022043785594,110.31824933096846,13:59,3.01,6.111,7
1663855143.2,"(1487416310, 26019996, 0)",40.64330871078595,-8.65901575457178,110.31824933096846,13:59,0.811,7.222,0
1663855143.3,"(1487416310, 26019996, 0)",40.64330556617843,-8.659009465358556,110.31824933096846,13:59,0.927,7.904,11
1663855143.4,"(1487416310, 26019996, 0)",40.64330242157054,-8.659003176145928,110.31824933096846,13:59,0.347,8.33,0
1663855143.5,"(1487416310, 26019996, 0)",40.64329927696233,-8.658996886933894,110.31824933096846,13:59,0.927,11.75,46
1663855143.6,"(1487416310, 26019996, 0)",40.64329613235377,-8.658990597722449,110.31824933096846,13:59,1.51,10.527,27
1663855143.7,"(1487416310, 26019996, 0)",40.64329298774487,-8.658984308511597,110.31824933096846,13:59,2.2,13.872,26
1663855143.8,"(1487416310, 26019996, 0)",40.643289843135626,-8.65897801930134,110.31824933096846,13:59,0.579,14.543,16
1663855143.9,"(1487416310, 26019996, 0)",40.64328669852604,-8.658971730091674,110.31824933096846,13:59,1.74,9.923,44
1663855144.0,"(1487416310, 26019996, 0)",40.643286667,-8.658971667,123.28112256560354,13:59,3.24,7.167,17
