timestamp,hour,minute,lat,long,head,bitrate,jitter,lost,obu_id
1666264863.2,12,21,40.63105747048203,-8.654487331406532,153.6,6.25,1.299,1,52
1666264863.3,12,21,40.63104828072263,-8.654481663612138,153.6,1.85,3.873,0,52
1666264863.4,12,21,40.63103909096295,-8.654475995819306,153.6,2.43,4.115,0,52
1666264863.5,12,21,40.63102990120301,-8.654470328028031,153.6,0.926,4.033,0,52
1666264863.6,12,21,40.63102071144277,-8.654464660238316,153.6,0.116,9.818,50,52
1666264863.7,12,21,40.63101152168226,-8.654458992450163,153.6,0.116,12.903,50,52
1666264863.8,12,21,40.631002331921486,-8.654453324663569,153.6,1.39,11.609,25,52
1666264863.9,12,21,40.63099314216042,-8.654447656878537,153.6,1.97,7.57,15,52
1666264864.0,12,21,40.63099305,-8.6544476,154.3,2.66,10.873,4,52
1666264864.1,12,21,40.6309845169537,-8.654441188586604,154.3,2.66,4.019,4,52
1666264864.2,12,21,40.63097598390706,-8.65443477717485,154.3,5.91,3.295,3,52
1666264864.3,12,21,40.63096745086005,-8.654428365764733,154.3,6.83,0.712,1,52
1666264864.4,12,21,40.6309589178127,-8.654421954356255,154.3,7.65,0.638,1,52
1666264864.5,12,21,40.63095038476498,-8.654415542949417,154.3,4.4,1.294,5,52
1666264864.6,12,21,40.63094185171691,-8.654409131544217,154.3,6.37,1.042,1,52
1666264864.7,12,21,40.63093331866848,-8.654402720140654,154.3,3.13,2.048,3,52
1666264864.8,12,21,40.63092478561971,-8.65439630873873,154.3,4.98,1.571,4,52
1666264864.9,12,21,40.630916252570586,-8.654389897338445,154.3,4.17,1.128,2,52
1666264865.0,12,21,40.630916167,-8.654389833,152.9,4.52,0.952,4,52
1666264865.1,12,21,40.630907496995306,-8.654384999495486,152.9,5.91,1.146,3,52
1666264865.2,12,21,40.63089882699042,-8.65438016599223,152.9,7.88,0.476,2,52
1666264865.3,12,21,40.63089015698531,-8.654375332490227,152.9,6.14,0.708,0,52
1666264865.4,12,21,40.63088148697999,-8.65437049898948,152.9,5.33,1.409,0,52
1666264865.5,12,21,40.63087281697449,-8.654365665489987,152.9,1.04,4.618,0,52
1666264865.6,12,21,40.63086414696879,-8.65436083199175,152.9,2.09,4.677,5,52
1666264865.7,12,21,40.630855476962864,-8.654355998494768,152.9,0.81,3.51,0,52
1666264865.8,12,21,40.63084680695677,-8.65435116499904,152.9,1.74,6.859,21,52
1666264865.9,12,21,40.63083813695045,-8.654346331504568,152.9,1.39,6.975,7,52
1666264866.0,12,21,40.63083805,-8.654346283,158.1,4.17,6.144,7,52
1666264866.1,12,21,40.63083033271142,-8.654343184673817,158.1,3.13,3.394,6,52
1666264866.2,12,21,40.63082261542274,-8.65434008634835,158.1,2.31,3.448,4,52
1666264866.3,12,21,40.63081489813397,-8.6543369880236,158.1,1.51,3.568,13,52
1666264866.4,12,21,40.630807180845125,-8.654333889699565,158.1,0.579,7.482,16,52
1666264866.5,12,21,40.630799463556215,-8.654330791376246,158.1,2.9,4.554,13,52
1666264866.6,12,21,40.6307917462672,-8.654327693053645,158.1,5.44,3.908,6,52
1666264866.7,12,21,40.63078402897812,-8.654324594731758,158.1,3.48,1.802,6,52
1666264866.8,12,21,40.63077631168894,-8.654321496410587,158.1,7.76,0.586,2,52
1666264866.9,12,21,40.63076859439969,-8.654318398090133,158.1,8.34,0.338,1,52
1666264867.0,12,21,40.630768517,-8.654318367,170.5,8.22,0.128,0,52
1666264867.1,12,21,40.63076090326272,-8.654317401409026,170.5,8.34,0.161,0,52
1666264867.2,12,21,40.63075328952542,-8.65431643581827,170.5,1.85,1.595,0,52
1666264867.3,12,21,40.63074567578812,-8.654315470227736,170.5,1.39,4.58,14,52
1666264867.4,12,21,40.6307380620508,-8.654314504637425,170.5,0.58,8.732,28,52
1666264867.5,12,21,40.63073044831348,-8.65431353904733,170.5,2.43,8.401,30,52
1666264867.6,12,21,40.63072283457616,-8.654312573457457,170.5,1.39,12.393,29,52
1666264867.7,12,21,40.630715220838816,-8.654311607867802,170.5,3.24,5.038,12,52
1666264867.8,12,21,40.63070760710147,-8.65431064227837,170.5,2.43,4.987,8,52
1666264867.9,12,21,40.63069999336412,-8.654309676689156,170.5,2.55,3.729,8,52
1666264868.0,12,21,40.630699917,-8.654309667,177.2,3.36,2.922,9,52
1666264868.1,12,21,40.63069281380487,-8.65430987410261,177.2,2.78,4.891,11,52
1666264868.2,12,21,40.63068571060974,-8.654310081205178,177.2,7.87,0.822,4,52
1666264868.3,12,21,40.6306786074146,-8.654310288307698,177.2,8.0,0.891,2,52
1666264868.4,12,21,40.63067150421945,-8.654310495410177,177.2,5.1,0.871,0,52
1666264868.5,12,21,40.63066440102433,-8.654310702512612,177.2,7.88,0.505,0,52
1666264868.6,12,21,40.63065729782919,-8.654310909615003,177.2,2.08,2.153,0,52
1666264868.7,12,21,40.63065019463407,-8.654311116717347,177.2,2.43,3.981,4,52
1666264868.8,12,21,40.63064309143891,-8.65431132381965,177.2,7.3,1.769,4,52
1666264868.9,12,21,40.63063598824378,-8.654311530921907,177.2,7.88,0.338,0,52
1666264869.0,12,21,40.630635917,-8.654311533,183.8,7.18,0.694,0,52
1666264869.1,12,21,40.63062914299356,-8.654311951089776,183.8,6.14,0.817,0,52
1666264869.2,12,21,40.630622368987126,-8.654312369179465,183.8,7.18,1.122,3,52
1666264869.3,12,21,40.63061559498068,-8.65431278726907,183.8,8.34,0.297,1,52
1666264869.4,12,21,40.630608820974246,-8.65431320535859,183.8,7.99,0.206,0,52
1666264869.5,12,21,40.6306020469678,-8.654313623448026,183.8,8.34,0.325,0,52
1666264869.6,12,21,40.63059527296136,-8.654314041537376,183.8,5.45,0.644,0,52
1666264869.7,12,21,40.630588498954914,-8.654314459626642,183.8,7.53,0.703,1,52
1666264869.8,12,21,40.63058172494846,-8.654314877715823,183.8,8.34,0.142,0,52
1666264869.9,12,21,40.63057495094202,-8.654315295804919,183.8,7.41,0.35,0,52
1666264870.0,12,21,40.630574883,-8.6543153,177.6,6.26,1.565,0,52
1666264870.1,12,21,40.63056877502907,-8.654313024757078,177.6,8.34,0.14,0,52
1666264870.2,12,21,40.63056266705811,-8.654310749514574,177.6,8.46,0.217,0,52
1666264870.3,12,21,40.63055655908709,-8.654308474272485,177.6,7.99,0.258,0,52
1666264870.4,12,21,40.63055045111602,-8.654306199030811,177.6,8.22,0.221,0,52
1666264870.5,12,21,40.63054434314492,-8.654303923789557,177.6,8.46,0.296,0,52
1666264870.6,12,21,40.63053823517377,-8.654301648548717,177.6,6.6,0.384,1,52
1666264870.7,12,21,40.630532127202585,-8.654299373308293,177.6,7.53,0.702,0,52
1666264870.8,12,21,40.63052601923134,-8.654297098068286,177.6,8.46,0.165,0,52
1666264870.9,12,21,40.63051991126006,-8.654294822828694,177.6,8.34,0.137,0,52
1666264871.0,12,21,40.63051985,-8.6542948,158.0,8.34,0.28,0,52
1666264871.1,12,21,40.63051629473982,-8.65429234906426,158.0,8.46,0.248,0,52
1666264871.2,12,21,40.630512739479606,-8.654289898128777,158.0,7.76,0.354,0,52
1666264871.3,12,21,40.630509184219314,-8.654287447193557,158.0,8.11,0.406,0,52
1666264871.4,12,21,40.63050562895898,-8.654284996258598,158.0,8.22,0.333,1,52
1666264871.5,12,21,40.6305020736986,-8.6542825453239,158.0,8.45,0.22,0,52
1666264871.6,12,21,40.63049851843816,-8.654280094389463,158.0,6.95,0.428,0,52
1666264871.7,12,21,40.63049496317767,-8.654277643455288,158.0,6.37,0.892,1,52
1666264871.8,12,21,40.63049140791712,-8.654275192521373,158.0,7.88,0.7,0,52
1666264871.9,12,21,40.63048785265654,-8.654272741587718,158.0,8.34,0.183,1,52
1666264872.0,12,21,40.630487817,-8.654272717,141.4,8.46,0.374,0,52
1666264872.1,12,21,40.63048362167528,-8.65426783355227,141.4,8.34,0.238,0,52
1666264872.2,12,21,40.63047942635034,-8.654262950105151,141.4,8.34,0.271,0,52
1666264872.3,12,21,40.63047523102521,-8.654258066658649,141.4,6.6,0.399,0,52
